0,9.264358520507812,9.264361381530762
1,9.267251968383789,_
2,9.266763687133789,_
3,9.267702102661133,_
4,9.265440940856934,_
5,9.265951156616211,_
6,9.263053894042969,_
7,9.265562057495117,_
8,9.267215728759766,_
9,9.266414642333984,_
10,9.265437126159668,_
11,9.265501022338867,_
12,9.2674560546875,_
13,9.26652717590332,_
14,9.266624450683594,_
15,9.265684127807617,_
16,9.262269973754883,_
17,9.267337799072266,_
18,9.265983581542969,_
19,9.265640258789062,_
20,9.2650728225708,_
21,9.266024589538574,_
22,9.263834953308105,_
23,9.266276359558105,_
24,9.265115737915039,_
25,9.266395568847656,_
26,9.263601303100586,_
27,9.266639709472656,_
28,9.266368865966797,_
29,9.262627601623535,_
30,9.266792297363281,_
31,9.266855239868164,_
32,9.269118309020996,_
33,9.266792297363281,_
34,9.266483306884766,_
35,9.26408863067627,_
36,9.265104293823242,_
37,9.265789985656738,_
38,9.267539024353027,_
39,9.264904022216797,_
40,9.264726638793945,_
41,9.267740249633789,_
42,9.263738632202148,_
43,9.266937255859375,_
44,9.266643524169922,_
45,9.266151428222656,_
46,9.266950607299805,_
47,9.266633987426758,_
48,9.264726638793945,_
49,9.264313697814941,_
50,9.262495040893555,_
51,9.267731666564941,_
52,9.264707565307617,_
53,9.266372680664062,_
54,9.264137268066406,_
55,9.268144607543945,_
56,9.266897201538086,_
57,9.263961791992188,_
58,9.268857955932617,_
59,9.268383979797363,_
60,9.266468048095703,_
61,9.263620376586914,_
62,9.262344360351562,_
63,9.266420364379883,_
64,9.267187118530273,_
65,9.265266418457031,_
66,9.265663146972656,_
67,9.267066955566406,_
